ID,date,chamber,debate_num,summary
ParlaMint-NL-en_2022-07-06-tweedekamer-17,2022-07-06,tweedekamer,17,"if you can, just submit the motions and possibly one or two questions to the Minister. he will also ask the Minister, if possible, to answer the questions as briefly as possible. he will be the first to give the floor to Mr. van Nispen, on behalf of the SP Group."
ParlaMint-NL-en_2022-07-06-tweedekamer-18,2022-07-06,tweedekamer,18,a law to protect Dutch people is now being used to catch Dutch people. a law to protect Dutch people is now being used to catch Dutch people. it opens Pandora's box and gives the most far-reaching powers to the most unreliable drivers.
ParlaMint-NL-en_2022-07-06-tweedekamer-3,2022-07-06,tweedekamer,3,"the first term of office has been in a five-hour debate on the main policy of the Ministry of Foreign Affairs. today and tomorrow, 30 two-minute debates are scheduled for now. it means that we are trying to deal only with the motions."
ParlaMint-NL-en_2022-07-06-tweedekamer-5,2022-07-06,tweedekamer,5,"the next item is the two-minute debate on the gas market / security of supply. there are already 30 two-minute debates scheduled and there will be more today and tomorrow. I give the floor to Mr Kops, who will speak on behalf of the PVV."
ParlaMint-NL-en_2022-07-06-tweedekamer-6,2022-07-06,tweedekamer,6,"[[Motion]] [[The Chamber,]] [[heard the debate,]] [noting that the cabinet is pursuing the objective of up to 1.5 degrees of warming;]] [[calls on the government to examine how a ban on advertising and lobbying can contribute to reducing greenhouse gas emissions. [[Motion]] [[The Chamber,]] [[heard the debate,]] [noting that about half a million households are bringing heat into their homes via"
ParlaMint-NL-en_2022-07-06-tweedekamer-7,2022-07-06,tweedekamer,7,"the next item is the two-minute debate on prison and TBs. it is likely that only motions are tabled and the introductions can be omitted. anyone can file the motions that they or they want, but in this regime."
ParlaMint-NL-en_2022-07-06-tweedekamer-8,2022-07-06,tweedekamer,8,"the next item is the two-minute debate on adoption. she will speak on behalf of the PvdA. she will suspend for a minute or five, until 12:45."
ParlaMint-NL-en_2022-07-06-tweedekamer-9,2022-07-06,tweedekamer,9,"[[Motion]] [[The Chamber,]] [[heard the debate,]] [[the Chamber,]] [[heard the debate,]] [noting that mediation contributes to the sustainable resolution, de-escalation and prevention of (threatening) conflicts, which can prevent judicial proceedings and maintain or restore relationships;]] [[considers that mediation needs to be regulated to some extent, so that quality, transparency and clarity will be guaranteed for the seeker.]]"
ParlaMint-NL-en_2022-07-11-eerstekamer-3,2022-07-11,eerstekamer,3,"bruijn, Jan anthonie (VVD): we can pretend that there is no climate crisis that threatens humanity's existence. he says we can pretend that there is no growing inequality between rich and poor. he says we can pretend that the minuscule improvements in the neoliberal economy are sufficient to reverse the tide."
ParlaMint-NL-en_2022-07-12-eerstekamer-14,2022-07-12,eerstekamer,14,"bruijn, Jan Anthonie (VVD): we welcome the ambassadors of the two countries. he asks why the Netherlands trusts that no Kurd, or Swede with Kurdish background, would eventually be extradited to Turkey. he asks why the Netherlands trusts that no Kurd, or Swede with Kurdish background, would eventually be extradited to Turkey."
ParlaMint-NL-en_2022-07-12-eerstekamer-15,2022-07-12,eerstekamer,15,"bruijn, Jan anthonie (VVD) says he's referring to the proposal on the Municipal Fund. he says it's absurd for the PVV to consider expenditure on the climate agreement to be absurd. he says if municipalities don't want to sign on to the crucifix for the climate agreement, this local autonomy comes on a slippery slope. van Hattem: if municipalities don't want to sign on to the crucifix for this climate policy, they"
ParlaMint-NL-en_2022-07-12-eerstekamer-16,2022-07-12,eerstekamer,16,"a reclassification of the municipalities of Brielle, Hellevoetsluis and Westvoorne is the subject of the legislative proposal 35967. the reclassification advice also states: the municipalities of Brielle, Hellevoetsluis and Westvoorne are all well able to organise adequate services towards residents."
ParlaMint-NL-en_2022-07-12-eerstekamer-2,2022-07-12,eerstekamer,2,"bruijn, Jan Anthonie (VVD): ""the Defence Note is a policy intention"" he asks the government that the decision on the purchase of those four extra drones is not prejudicing that decision. he asks the government that the decision on the purchase of those four extra drones is not prejudicing that decision in any way whatsoever now."
ParlaMint-NL-en_2022-07-12-eerstekamer-3,2022-07-12,eerstekamer,3,"bruijn, Jan anthonie (VVD) welcomes the secretary of state for justice and security to the Upper Chamber. the current budget change has a clear communication on the migration and asylum component. he says the cost of the asylum chain increase can be solved simply by a financial change in the budget."
ParlaMint-NL-en_2022-07-12-eerstekamer-32,2022-07-12,eerstekamer,32,"the key question to ask is whether the supplementary budget for SZW will answer this question. it is not really about the budget alone, it is about the whole of the national expenditure framework. we all see that this is not a question of the left or the right, he says."
